,sentence_num,word,first_fix_dur,first_pass_dur,total_fix_dur
0,0,There,-1.0,-1.0,-1.0
1,0,are,130.29761904761904,146.96428571428572,220.8452380952381
2,0,now,130.54761904761904,145.66666666666666,186.5952380952381
3,0,rumblings,172.79761904761904,240.8809523809524,363.4166666666667
4,0,that,134.86904761904762,153.29761904761904,200.9642857142857
5,0,Apple,163.10714285714286,182.1428571428572,201.6547619047619
6,0,might,194.57142857142856,212.29761904761904,259.1428571428572
7,0,soon,165.14285714285714,173.1547619047619,188.3809523809524
8,0,invade,198.32142857142856,238.82142857142856,270.29761904761904
9,0,the,68.97619047619048,70.67857142857143,79.55952380952381
10,0,smart,201.0833333333333,249.0595238095238,332.8928571428572
11,0,watch,203.32142857142856,246.42857142857144,361.07142857142856
12,0,"space,",210.2619047619048,243.17857142857144,298.07142857142856
13,0,though,189.97619047619048,230.8333333333333,283.2619047619048
14,0,the,84.0952380952381,84.0952380952381,94.39285714285714
15,0,company,182.04761904761904,209.4642857142857,240.20238095238096
16,0,is,62.90476190476191,72.35714285714286,73.3452380952381
17,0,maintaining,170.98809523809524,274.48809523809524,333.60714285714283
18,0,its,88.25,91.58333333333331,114.70238095238096
19,0,customary,207.41666666666663,310.82142857142856,492.3809523809524
20,0,silence.,190.6071428571429,210.8571428571429,275.5
21,1,The,36.345238095238095,36.345238095238095,38.15476190476191
22,1,watch,209.42857142857144,247.1547619047619,314.0
23,1,doesn't,182.67857142857144,199.47619047619048,245.3809523809524
24,1,have,126.03571428571428,129.03571428571428,150.39285714285714
25,1,a,48.88095238095238,48.88095238095238,51.285714285714285
26,1,microphone,204.5,230.16666666666663,296.3809523809524
27,1,or,61.10714285714285,61.10714285714285,65.38095238095238
28,1,"speaker,",188.5595238095238,224.0595238095238,253.1190476190476
29,1,but,81.76190476190476,83.52380952380952,83.52380952380952
30,1,you,107.77380952380952,113.07142857142856,118.60714285714286
31,1,can,126.85714285714286,136.95238095238096,151.4404761904762
32,1,use,98.71428571428572,108.17857142857144,111.54761904761904
33,1,it,66.97619047619048,89.44047619047619,100.11904761904762
34,1,to,113.98809523809524,119.20238095238096,126.67857142857144
35,1,control,157.23809523809524,180.3452380952381,211.1547619047619
36,1,the,56.85714285714285,56.85714285714285,66.48809523809524
37,1,music,178.73809523809524,186.47619047619048,209.57142857142856
38,1,on,75.33333333333333,82.97619047619048,82.97619047619048
39,1,your,128.28571428571428,147.79761904761904,159.41666666666666
40,1,phone.,106.51190476190476,114.45238095238096,122.51190476190476
41,2,You,78.58333333333333,95.89285714285714,103.45238095238096
42,2,can,148.28571428571428,155.73809523809524,194.1309523809524
43,2,glance,170.83333333333334,191.6071428571429,207.3809523809524
44,2,at,46.71428571428572,52.22619047619048,54.94047619047619
45,2,the,116.23809523809524,117.8095238095238,126.77380952380952
46,2,watch,146.5595238095238,152.60714285714286,192.6904761904762
47,2,face,161.32142857142858,171.33333333333334,214.1071428571429
48,2,to,94.4047619047619,96.13095238095238,108.60714285714286
49,2,view,175.22619047619048,190.91666666666663,245.7619047619048
50,2,the,85.16666666666667,87.47619047619048,98.01190476190476
51,2,artist,196.97619047619048,224.0595238095238,249.75
52,2,and,63.60714285714285,65.14285714285714,68.51190476190476
53,2,title,177.63095238095238,230.5,291.3809523809524
54,2,of,126.11904761904762,138.25,163.16666666666666
55,2,a,81.1547619047619,81.1547619047619,88.73809523809524
56,2,song.,161.54761904761904,200.02380952380952,265.0952380952381
57,3,Two,-1.0,-1.0,-1.0
58,3,days,157.42857142857142,194.91666666666663,240.1190476190476
59,3,"later,",125.28571428571428,142.86904761904762,168.01190476190476
60,3,the,86.91666666666667,86.91666666666667,97.51190476190476
61,3,British,166.6904761904762,182.78571428571428,205.1190476190476
62,3,astronomer,240.5119047619048,325.1666666666667,371.1309523809524
63,3,Richard,208.57142857142856,239.7619047619048,266.0119047619048
64,3,was,87.60714285714286,101.29761904761904,104.4047619047619
65,3,observing,214.53571428571428,306.2261904761905,379.0119047619048
66,3,the,77.89285714285714,77.89285714285714,90.41666666666669
67,3,interesting,221.92857142857144,374.8452380952381,503.4761904761905
68,3,sunspot,197.5952380952381,235.41666666666663,281.5595238095238
69,3,group,202.25,234.67857142857144,276.20238095238096
70,3,through,170.67857142857142,206.16666666666663,393.6785714285714
71,3,his,93.01190476190476,100.22619047619048,119.98809523809524
72,3,telescope,178.02380952380952,209.79761904761904,239.82142857142856
73,3,when,104.3452380952381,111.32142857142856,128.0952380952381
74,3,he,89.95238095238095,93.73809523809524,99.52380952380952
75,3,saw,101.8452380952381,105.75,120.88095238095238
76,3,what,113.28571428571428,125.96428571428572,144.67857142857142
77,3,he,66.26190476190476,67.98809523809524,82.97619047619048
78,3,described,195.66666666666663,272.29761904761904,346.4166666666667
79,3,as,47.54761904761905,51.86904761904762,62.57142857142857
80,3,"""two",158.57142857142858,176.32142857142858,196.1428571428572
81,3,patches,177.1904761904762,208.1071428571429,253.3095238095238
82,3,of,34.63095238095238,34.63095238095238,39.54761904761905
83,3,intensely,220.77380952380952,287.8333333333333,350.5952380952381
84,3,bright,172.60714285714286,189.4404761904762,216.22619047619048
85,3,and,59.72619047619048,63.60714285714285,75.28571428571429
86,3,white,161.08333333333334,214.0952380952381,228.53571428571428
87,3,"light""",137.98809523809524,164.32142857142858,210.70238095238096
88,3,over,130.8095238095238,136.75,170.9404761904762
89,3,the,111.5595238095238,122.39285714285714,145.17857142857142
90,3,sunspots.,190.2142857142857,246.1428571428572,292.4642857142857
91,4,He,81.02380952380952,99.8452380952381,109.97619047619048
92,4,jotted,203.8809523809524,249.0952380952381,330.20238095238096
93,4,a,65.8452380952381,70.53571428571429,80.27380952380952
94,4,note,190.1309523809524,194.4642857142857,226.4404761904762
95,4,in,70.89285714285714,73.85714285714286,86.4047619047619
96,4,his,92.6904761904762,94.27380952380952,109.16666666666669
97,4,painstaking,202.0,316.0119047619048,416.5595238095238
98,4,record.,164.5595238095238,168.98809523809524,203.04761904761904
99,5,That,97.13095238095238,110.42857142857144,137.14285714285714
100,5,night,195.22619047619048,214.8690476190476,261.2738095238095
101,5,there,142.76190476190476,159.23809523809524,181.02380952380952
102,5,was,90.29761904761904,111.33333333333331,126.57142857142856
103,5,scarcely,202.45238095238096,315.7738095238095,377.8333333333333
104,5,a,50.5,50.5,67.21428571428571
105,5,square,184.8809523809524,232.8452380952381,343.2261904761905
106,5,inch,122.79761904761904,140.72619047619048,175.86904761904762
107,5,of,80.92857142857143,82.22619047619048,84.83333333333333
108,5,earth,168.36904761904762,180.6309523809524,200.45238095238096
109,5,that,90.53571428571428,100.92857142857144,110.35714285714286
110,5,was,122.83333333333331,131.39285714285714,143.1904761904762
111,5,not,108.77380952380952,108.77380952380952,126.02380952380952
112,5,illuminated,197.57142857142856,260.6547619047619,342.0833333333333
113,5,by,120.10714285714286,127.25,164.88095238095238
114,5,aurora.,227.41666666666663,347.35714285714283,456.6428571428572
115,6,I,-1.0,-1.0,-1.0
116,6,agree,161.89285714285714,199.48809523809524,228.1309523809524
117,6,that,105.92857142857144,106.96428571428572,132.97619047619048
