,sentence_num,word,first_fix_dur,first_pass_dur,total_fix_dur
0,0,are,130.29761904761904,146.96428571428572,220.8452380952381
1,0,now,130.54761904761904,145.66666666666666,186.5952380952381
2,0,rumblings,172.79761904761904,240.88095238095238,363.4166666666667
3,0,that,134.86904761904762,153.29761904761904,200.96428571428572
4,0,Apple,163.10714285714286,182.14285714285714,201.6547619047619
5,0,might,194.57142857142858,212.29761904761904,259.14285714285717
6,0,soon,165.14285714285714,173.1547619047619,188.38095238095238
7,0,invade,198.32142857142858,238.82142857142858,270.29761904761904
8,0,the,68.97619047619048,70.67857142857143,79.55952380952381
9,0,smart,201.08333333333334,249.0595238095238,332.89285714285717
10,0,watch,203.32142857142858,246.42857142857142,361.07142857142856
11,0,"space,",210.26190476190476,243.17857142857142,298.07142857142856
12,0,though,189.97619047619048,230.83333333333334,283.26190476190476
13,0,the,84.0952380952381,84.0952380952381,94.39285714285714
14,0,company,182.04761904761904,209.46428571428572,240.20238095238096
15,0,is,62.904761904761905,72.35714285714286,73.3452380952381
16,0,maintaining,170.98809523809524,274.48809523809524,333.60714285714283
17,0,its,88.25,91.58333333333333,114.70238095238095
18,0,customary,207.41666666666666,310.82142857142856,492.3809523809524
19,0,silence.,190.60714285714286,210.85714285714286,275.5
20,1,The,36.345238095238095,36.345238095238095,38.154761904761905
21,1,watch,209.42857142857142,247.1547619047619,314.0
22,1,doesn't,182.67857142857142,199.47619047619048,245.38095238095238
23,1,have,126.03571428571429,129.03571428571428,150.39285714285714
24,1,a,48.88095238095238,48.88095238095238,51.285714285714285
25,1,microphone,204.5,230.16666666666666,296.3809523809524
26,1,or,61.107142857142854,61.107142857142854,65.38095238095238
27,1,"speaker,",188.5595238095238,224.0595238095238,253.11904761904762
28,1,but,81.76190476190476,83.52380952380952,83.52380952380952
29,1,you,107.77380952380952,113.07142857142857,118.60714285714286
30,1,can,126.85714285714286,136.95238095238096,151.4404761904762
31,1,use,98.71428571428571,108.17857142857143,111.54761904761905
32,1,it,66.97619047619048,89.44047619047619,100.11904761904762
33,1,to,113.98809523809524,119.20238095238095,126.67857142857143
34,1,control,157.23809523809524,180.3452380952381,211.1547619047619
35,1,the,56.857142857142854,56.857142857142854,66.48809523809524
36,1,music,178.73809523809524,186.47619047619048,209.57142857142858
37,1,on,75.33333333333333,82.97619047619048,82.97619047619048
38,1,your,128.28571428571428,147.79761904761904,159.41666666666666
39,1,phone.,106.51190476190476,114.45238095238095,122.51190476190476
40,2,You,78.58333333333333,95.89285714285714,103.45238095238095
41,2,can,148.28571428571428,155.73809523809524,194.13095238095238
42,2,glance,170.83333333333334,191.60714285714286,207.38095238095238
43,2,at,46.714285714285715,52.226190476190474,54.94047619047619
44,2,the,116.23809523809524,117.80952380952381,126.77380952380952
45,2,watch,146.5595238095238,152.60714285714286,192.6904761904762
46,2,face,161.32142857142858,171.33333333333334,214.10714285714286
47,2,to,94.4047619047619,96.13095238095238,108.60714285714286
48,2,view,175.22619047619048,190.91666666666666,245.76190476190476
49,2,the,85.16666666666667,87.47619047619048,98.01190476190476
50,2,artist,196.97619047619048,224.0595238095238,249.75
51,2,and,63.607142857142854,65.14285714285714,68.51190476190476
52,2,title,177.63095238095238,230.5,291.3809523809524
53,2,of,126.11904761904762,138.25,163.16666666666666
54,2,a,81.1547619047619,81.1547619047619,88.73809523809524
55,2,song.,161.54761904761904,200.02380952380952,265.0952380952381
56,3,days,157.42857142857142,194.91666666666666,240.11904761904762
57,3,"later,",125.28571428571429,142.86904761904762,168.01190476190476
58,3,the,86.91666666666667,86.91666666666667,97.51190476190476
59,3,British,166.6904761904762,182.78571428571428,205.11904761904762
60,3,astronomer,240.51190476190476,325.1666666666667,371.1309523809524
61,3,Richard,208.57142857142858,239.76190476190476,266.01190476190476
62,3,was,87.60714285714286,101.29761904761905,104.4047619047619
63,3,observing,214.53571428571428,306.2261904761905,379.01190476190476
64,3,the,77.89285714285714,77.89285714285714,90.41666666666667
65,3,interesting,221.92857142857142,374.8452380952381,503.4761904761905
66,3,sunspot,197.5952380952381,235.41666666666666,281.5595238095238
67,3,group,202.25,234.67857142857142,276.20238095238096
68,3,through,170.67857142857142,206.16666666666666,393.67857142857144
69,3,his,93.01190476190476,100.22619047619048,119.98809523809524
70,3,telescope,178.02380952380952,209.79761904761904,239.82142857142858
71,3,when,104.3452380952381,111.32142857142857,128.0952380952381
72,3,he,89.95238095238095,93.73809523809524,99.52380952380952
73,3,saw,101.8452380952381,105.75,120.88095238095238
74,3,what,113.28571428571429,125.96428571428571,144.67857142857142
75,3,he,66.26190476190476,67.98809523809524,82.97619047619048
76,3,described,195.66666666666666,272.29761904761904,346.4166666666667
77,3,as,47.54761904761905,51.86904761904762,62.57142857142857
78,3,"""two",158.57142857142858,176.32142857142858,196.14285714285714
79,3,patches,177.1904761904762,208.10714285714286,253.3095238095238
80,3,of,34.63095238095238,34.63095238095238,39.54761904761905
81,3,intensely,220.77380952380952,287.8333333333333,350.5952380952381
82,3,bright,172.60714285714286,189.4404761904762,216.22619047619048
83,3,and,59.726190476190474,63.607142857142854,75.28571428571429
84,3,white,161.08333333333334,214.0952380952381,228.53571428571428
85,3,"light""",137.98809523809524,164.32142857142858,210.70238095238096
86,3,over,130.8095238095238,136.75,170.9404761904762
87,3,the,111.55952380952381,122.39285714285714,145.17857142857142
88,3,sunspots.,190.21428571428572,246.14285714285714,292.4642857142857
89,4,He,81.02380952380952,99.8452380952381,109.97619047619048
90,4,jotted,203.88095238095238,249.0952380952381,330.20238095238096
