,sentence_num,word,first_fix_dur,first_pass_dur,total_fix_dur
0,0,There,-1.0,-1.0,-1.0
1,0,are,130.29761904761904,146.96428571428572,220.8452380952381
2,0,now,130.54761904761904,145.66666666666666,186.5952380952381
3,0,rumblings,172.79761904761904,240.8809523809524,363.4166666666667
4,0,that,134.86904761904762,153.29761904761904,200.9642857142857
5,0,Apple,163.10714285714286,182.1428571428572,201.6547619047619
6,0,might,194.57142857142856,212.29761904761904,259.1428571428572
7,0,soon,165.14285714285714,173.1547619047619,188.3809523809524
8,0,invade,198.32142857142856,238.82142857142856,270.29761904761904
9,0,the,68.97619047619048,70.67857142857143,79.55952380952381
10,0,smart,201.0833333333333,249.0595238095238,332.8928571428572
11,0,watch,203.32142857142856,246.42857142857144,361.07142857142856
12,0,"space,",210.2619047619048,243.17857142857144,298.07142857142856
13,0,though,189.97619047619048,230.8333333333333,283.2619047619048
14,0,the,84.0952380952381,84.0952380952381,94.39285714285714
15,0,company,182.04761904761904,209.4642857142857,240.20238095238096
16,0,is,62.90476190476191,72.35714285714286,73.3452380952381
17,0,maintaining,170.98809523809524,274.48809523809524,333.60714285714283
18,0,its,88.25,91.58333333333331,114.70238095238096
19,0,customary,207.41666666666663,310.82142857142856,492.3809523809524
20,0,silence.,190.6071428571429,210.8571428571429,275.5
21,2,You,78.58333333333333,95.89285714285714,103.45238095238096
22,2,can,148.28571428571428,155.73809523809524,194.1309523809524
23,2,glance,170.83333333333334,191.6071428571429,207.3809523809524
24,2,at,46.71428571428572,52.22619047619048,54.94047619047619
25,2,the,116.23809523809524,117.8095238095238,126.77380952380952
26,2,watch,146.5595238095238,152.60714285714286,192.6904761904762
27,2,face,161.32142857142858,171.33333333333334,214.1071428571429
28,2,to,94.4047619047619,96.13095238095238,108.60714285714286
29,2,view,175.22619047619048,190.91666666666663,245.7619047619048
30,2,the,85.16666666666667,87.47619047619048,98.01190476190476
31,2,artist,196.97619047619048,224.0595238095238,249.75
32,2,and,63.60714285714285,65.14285714285714,68.51190476190476
33,2,title,177.63095238095238,230.5,291.3809523809524
34,2,of,126.11904761904762,138.25,163.16666666666666
35,2,a,81.1547619047619,81.1547619047619,88.73809523809524
36,2,song.,161.54761904761904,200.02380952380952,265.0952380952381
37,3,Two,-1.0,-1.0,-1.0
38,3,days,157.42857142857142,194.91666666666663,240.1190476190476
39,3,"later,",125.28571428571428,142.86904761904762,168.01190476190476
40,3,the,86.91666666666667,86.91666666666667,97.51190476190476
41,3,British,166.6904761904762,182.78571428571428,205.1190476190476
42,3,astronomer,240.5119047619048,325.1666666666667,371.1309523809524
43,3,Richard,208.57142857142856,239.7619047619048,266.0119047619048
44,3,was,87.60714285714286,101.29761904761904,104.4047619047619
45,3,observing,214.53571428571428,306.2261904761905,379.0119047619048
46,3,the,77.89285714285714,77.89285714285714,90.41666666666669
47,3,interesting,221.92857142857144,374.8452380952381,503.4761904761905
48,3,sunspot,197.5952380952381,235.41666666666663,281.5595238095238
49,3,group,202.25,234.67857142857144,276.20238095238096
50,3,through,170.67857142857142,206.16666666666663,393.6785714285714
51,3,his,93.01190476190476,100.22619047619048,119.98809523809524
52,3,telescope,178.02380952380952,209.79761904761904,239.82142857142856
53,3,when,104.3452380952381,111.32142857142856,128.0952380952381
54,3,he,89.95238095238095,93.73809523809524,99.52380952380952
55,3,saw,101.8452380952381,105.75,120.88095238095238
56,3,what,113.28571428571428,125.96428571428572,144.67857142857142
57,3,he,66.26190476190476,67.98809523809524,82.97619047619048
58,3,described,195.66666666666663,272.29761904761904,346.4166666666667
59,3,as,47.54761904761905,51.86904761904762,62.57142857142857
60,3,"""two",158.57142857142858,176.32142857142858,196.1428571428572
61,3,patches,177.1904761904762,208.1071428571429,253.3095238095238
62,3,of,34.63095238095238,34.63095238095238,39.54761904761905
63,3,intensely,220.77380952380952,287.8333333333333,350.5952380952381
64,3,bright,172.60714285714286,189.4404761904762,216.22619047619048
65,3,and,59.72619047619048,63.60714285714285,75.28571428571429
66,3,white,161.08333333333334,214.0952380952381,228.53571428571428
67,3,"light""",137.98809523809524,164.32142857142858,210.70238095238096
68,3,over,130.8095238095238,136.75,170.9404761904762
69,3,the,111.5595238095238,122.39285714285714,145.17857142857142
70,3,sunspots.,190.2142857142857,246.1428571428572,292.4642857142857
71,4,He,81.02380952380952,99.8452380952381,109.97619047619048
72,4,jotted,203.8809523809524,249.0952380952381,330.20238095238096
73,4,a,65.8452380952381,70.53571428571429,80.27380952380952
74,4,note,190.1309523809524,194.4642857142857,226.4404761904762
75,4,in,70.89285714285714,73.85714285714286,86.4047619047619
76,4,his,92.6904761904762,94.27380952380952,109.16666666666669
77,4,painstaking,202.0,316.0119047619048,416.5595238095238
78,4,record.,164.5595238095238,168.98809523809524,203.04761904761904
79,5,That,97.13095238095238,110.42857142857144,137.14285714285714
80,5,night,195.22619047619048,214.8690476190476,261.2738095238095
81,5,there,142.76190476190476,159.23809523809524,181.02380952380952
82,5,was,90.29761904761904,111.33333333333331,126.57142857142856
83,5,scarcely,202.45238095238096,315.7738095238095,377.8333333333333
84,5,a,50.5,50.5,67.21428571428571
85,5,square,184.8809523809524,232.8452380952381,343.2261904761905
86,5,inch,122.79761904761904,140.72619047619048,175.86904761904762
87,5,of,80.92857142857143,82.22619047619048,84.83333333333333
88,5,earth,168.36904761904762,180.6309523809524,200.45238095238096
89,5,that,90.53571428571428,100.92857142857144,110.35714285714286
90,5,was,122.83333333333331,131.39285714285714,143.1904761904762
91,5,not,108.77380952380952,108.77380952380952,126.02380952380952
92,5,illuminated,197.57142857142856,260.6547619047619,342.0833333333333
93,5,by,120.10714285714286,127.25,164.88095238095238
94,5,aurora.,227.41666666666663,347.35714285714283,456.6428571428572
95,8,While,116.47619047619048,131.32142857142858,155.25
96,8,it's,139.53571428571428,145.0595238095238,174.64285714285714
97,8,that,101.38095238095238,107.77380952380952,113.0952380952381
98,8,crime,149.5,172.47619047619048,196.6547619047619
99,8,declined,190.6190476190476,234.1428571428572,249.45238095238096
100,8,in,74.36904761904762,79.85714285714286,79.85714285714286
101,8,California,156.25,239.28571428571428,273.8928571428572
102,8,last,101.13095238095238,102.9404761904762,114.1904761904762
103,8,"year,",97.1904761904762,101.16666666666669,121.4047619047619
104,8,crime,171.73809523809524,186.22619047619048,234.79761904761904
105,8,also,166.04761904761904,179.57142857142858,233.8333333333333
106,8,dropped,213.04761904761904,262.4404761904762,385.7619047619048
107,8,nationwide,235.8333333333333,389.9166666666667,444.1190476190476
108,10,She,61.75,63.22619047619048,65.02380952380952
109,10,thought,208.1190476190476,284.8452380952381,321.3095238095238
110,10,the,90.60714285714286,103.01190476190476,104.95238095238096
111,10,best,147.4047619047619,162.25,175.97619047619048
112,10,way,135.38095238095238,153.66666666666666,182.3809523809524
113,10,of,67.17857142857143,67.17857142857143,74.4047619047619
114,10,getting,184.6428571428572,198.8452380952381,222.3690476190476
115,10,a,30.58333333333333,30.58333333333333,30.58333333333333
116,10,little,201.16666666666663,214.6309523809524,228.79761904761904
117,10,quiet,156.27380952380952,164.51190476190476,190.47619047619048
